filename,relfreq_NOUN,relfreq_VERB,relfreq_ADJ,relfreq_ADV,unique_PERSON,unique_LOC,unique_ORG
0223.a5.txt,1586.9400151860289,1032.649962034928,675.7782839787396,387.24373576309796,6,2,6
0182.a5.txt,2265.0602409638554,1076.305220883534,738.9558232931727,425.7028112449799,7,0,2
2026.a5.txt,1791.044776119403,839.5522388059702,736.9402985074628,438.43283582089555,4,5,1
2035.a5.txt,1801.8720748829953,889.2355694227768,663.0265210608425,468.01872074883,3,0,0
0102.a5.txt,1657.4585635359115,1033.9384372533546,876.0852407261247,268.3504340962904,7,3,5
0222.a5.txt,1771.539206195547,1151.9845111326233,696.999031945789,416.2633107454017,0,1,1
2071.a5.txt,2283.9072382290933,1061.1384399156711,892.4806746310611,400.56219255094874,2,0,1
0159.a5.txt,2112.182296231376,1060.473269062226,964.0666082383874,333.04119193689746,0,0,1
1018.a5.txt,2037.9965457685664,958.5492227979274,898.1001727115718,276.33851468048357,5,1,0
0105.a5.txt,1530.5164319248827,1042.2535211267605,553.9906103286385,582.1596244131456,2,4,3
2075.a5.txt,1990.1585565882995,814.6528157463094,623.2914160743576,415.52761071623837,10,1,3
1022.a5.txt,2377.1224307417338,1152.8150134048258,1054.5129579982126,455.7640750670242,1,0,0
1036.a5.txt,1384.2173350582148,944.3725743855109,659.7671410090556,310.47865459249675,5,1,3
0134.a5.txt,1752.1704814522493,986.5824782951854,710.3393843725335,473.559589581689,4,1,3
1074.a5.txt,1906.474820143885,1070.1438848920864,845.3237410071943,530.5755395683453,3,1,1
1057.a5.txt,1370.3099510603588,1207.1778140293638,611.7455138662316,342.5774877650897,6,2,2
1070.a5.txt,1354.5454545454547,1190.909090909091,700.0000000000001,327.2727272727273,11,2,2
0199.a5.txt,1814.7086914995225,993.3142311365807,773.6389684813753,382.0439350525311,6,5,1
0215.a5.txt,1762.3918174665619,952.006294256491,558.6152635719906,283.2415420928403,9,2,3
0188.a5.txt,1559.3483320403413,1055.0814584949574,744.7633824670287,457.7191621411948,6,1,2
0219.a5.txt,2063.063063063063,981.9819819819819,891.891891891892,603.6036036036036,3,0,3
2040.a5.txt,2001.7108639863131,975.1924721984602,846.8776732249786,333.61847733105213,11,0,7
1034.a5.txt,1813.5245901639344,1014.344262295082,747.9508196721312,379.09836065573774,4,3,6
0158.a5.txt,1580.3336259877085,1202.809482001756,763.8279192273925,544.3371378402107,7,0,3
0137.a5.txt,1797.020484171322,1061.4525139664804,577.2811918063314,456.23836126629425,2,2,3
1008.a5.txt,1921.8500797448166,1020.7336523125997,877.1929824561403,430.622009569378,6,0,1
1010.a5.txt,2230.6959008579597,877.025738798856,886.558627264061,305.0524308865586,5,0,8
1021.a5.txt,1824.0620957309184,1138.4217335058215,659.7671410090556,401.03492884864164,4,0,5
1094.a5.txt,1482.479784366577,1347.7088948787061,548.0682839173405,251.57232704402517,9,1,2
0108.a5.txt,2099.9219359875096,1061.6705698672913,765.0273224043716,327.8688524590164,7,0,5
1072.a5.txt,1390.3345724907063,1055.7620817843865,542.7509293680297,460.96654275092936,5,3,8
2028.a5.txt,2038.4351407000686,912.8345916266301,734.3857240905971,439.2587508579272,13,1,1
1068.a5.txt,1963.6363636363635,1309.0909090909092,727.2727272727273,509.0909090909091,2,2,1
0193.a5.txt,2187.7691645133505,1076.6580534022396,835.4866494401377,396.2101636520241,1,0,1
1081.a5.txt,2037.914691943128,1071.0900473933648,900.473933649289,417.06161137440756,2,0,4
2039.a5.txt,1277.4294670846396,987.4608150470219,736.6771159874608,423.1974921630094,12,2,3
1062.a5.txt,1488.3346741753821,868.8656476267096,772.3250201126307,450.5229283990346,7,2,6
1104.a5.txt,1669.4630872483222,989.9328859060403,578.8590604026846,444.6308724832215,9,5,6
2019.a5.txt,1804.4444444444443,1164.4444444444446,666.6666666666666,364.44444444444446,9,5,2
1005.a5.txt,1798.4496124031007,1000.0,581.3953488372093,356.5891472868217,3,1,4
0178.a5.txt,1519.6743554952511,1017.6390773405698,793.7584803256445,461.3297150610583,9,5,3
0122.a5.txt,1757.3595004460306,1025.8697591436219,722.5691347011597,365.7448706512043,6,0,1
1023.a5.txt,1647.2416472416473,994.5609945609946,675.990675990676,435.1204351204351,7,3,3
0238.a5.txt,1898.1972428419936,1145.2810180275717,668.0805938494168,328.73806998939557,3,1,0
2050.a5.txt,1669.407894736842,871.7105263157894,682.5657894736842,460.52631578947364,7,3,9
1112.a5.txt,1993.9577039274925,1087.6132930513595,1019.6374622356495,521.1480362537765,6,0,1
1012.a5.txt,1975.0,1025.0,741.6666666666667,325.0,3,0,0
0106.a5.txt,1996.1427193828351,964.3201542912246,848.6017357762778,655.7377049180328,2,0,0
1095.a5.txt,1487.3140857392825,1041.1198600174978,813.6482939632546,419.9475065616798,7,1,1
0227.a5.txt,1625.5442670537009,928.8824383164006,761.9738751814223,348.3309143686502,12,2,1
1032.a5.txt,2159.468438538206,1162.7906976744187,664.4518272425249,573.0897009966777,0,0,1
0234.a5.txt,1588.3859948761742,922.2886421861656,512.3825789923143,333.04867634500425,10,6,4
2032.a5.txt,1687.7637130801686,902.9535864978903,987.3417721518987,337.55274261603375,4,1,3
2015.a5.txt,1845.6883509833585,945.53706505295,763.9939485627837,332.8290468986384,4,2,5
1064.a5.txt,2182.700080840744,1236.8633791430882,606.3055780113177,582.053354890865,2,0,2
1088.a5.txt,1358.1314878892733,1115.916955017301,856.401384083045,320.0692041522491,7,0,0
2020.a5.txt,2007.011393514461,911.4811568799298,815.0744960560911,254.16301489921122,4,1,2
2048.a5.txt,1478.978978978979,765.7657657657658,1036.036036036036,322.82282282282284,14,1,5
0128.a5.txt,1945.7889641819943,1132.623426911907,832.5266214908034,484.027105517909,1,6,0
2045.a5.txt,1915.4676258992806,1034.1726618705036,737.410071942446,323.7410071942446,6,2,2
0185.a5.txt,1805.7921635434413,1047.7001703577512,724.0204429301533,221.46507666098807,4,3,3
0140.a5.txt,1716.3504968383018,1029.810298102981,632.3396567299006,280.03613369467024,6,3,2
0192.a5.txt,1658.206429780034,1116.751269035533,651.4382402707276,439.932318104907,9,2,2
1041.a5.txt,1636.675235646958,865.4670094258784,719.7943444730078,437.0179948586118,11,2,6
1043.a5.txt,1473.4088927637315,1115.9546643417611,627.7244986922407,540.5405405405405,8,1,0
1065.a5.txt,1816.6804293971925,966.1436829066887,726.672171758877,388.10900082576387,10,3,4
0121.a5.txt,1543.5356200527706,1029.023746701847,613.4564643799472,382.5857519788918,6,0,6
2014.a5.txt,2200.6220839813377,1018.6625194401245,832.0373250388803,458.78693623639197,5,0,3
2066.a5.txt,2134.7248576850093,1148.0075901328273,844.4022770398482,275.1423149905123,5,2,0
0161.a5.txt,2190.784155214228,881.1641067097817,970.0889248181082,258.6903799514955,3,0,3
0111.a5.txt,1669.776119402985,1044.776119402985,680.9701492537314,307.8358208955224,7,6,4
0104.a5.txt,1897.4820143884892,935.2517985611511,638.4892086330935,368.705035971223,5,3,6
1014.a5.txt,1851.8518518518517,1012.3456790123457,790.1234567901234,353.9094650205761,6,3,3
0187.a5.txt,2282.608695652174,1105.072463768116,778.9855072463768,362.3188405797102,5,1,5
0171.a5.txt,1572.463768115942,949.2753623188406,521.7391304347826,384.0579710144928,15,2,2
2034.a5.txt,1714.939024390244,884.1463414634146,609.7560975609756,373.4756097560975,6,2,12
0139.a5.txt,1340.8723747980614,1195.4765751211633,525.0403877221324,315.0242326332795,9,3,5
0119.a5.txt,1837.7483443708609,1092.7152317880796,736.7549668874173,231.78807947019868,7,3,3
2058.a5.txt,1436.251920122888,937.0199692780338,622.1198156682028,345.6221198156682,8,1,5
0163.a5.txt,2313.546423135464,936.0730593607306,882.800608828006,433.78995433789953,1,0,0
0198.a5.txt,2137.9980563654035,1010.689990281827,806.6083576287658,369.290573372206,2,0,0
1121.a5.txt,1509.1575091575091,1062.2710622710622,673.992673992674,505.4945054945055,4,2,2
0165.a5.txt,2054.195804195804,987.7622377622378,830.4195804195805,288.46153846153845,5,0,4
1003.a5.txt,2204.6511627906975,1041.860465116279,716.2790697674419,241.86046511627907,4,0,0
1048.a5.txt,2151.702786377709,1006.1919504643962,673.374613003096,410.2167182662539,3,0,6
1050.a5.txt,1609.6579476861166,1106.6398390342054,764.5875251509054,482.897384305835,6,4,1
2012.a5.txt,2037.735849056604,830.188679245283,716.9811320754717,369.811320754717,5,2,4
0112.a5.txt,2171.5817694369975,1081.3226094727436,643.43163538874,580.875781948168,3,0,2
0186.a5.txt,1959.3495934959349,967.4796747967479,886.178861788618,398.37398373983746,6,0,0
1102.a5.txt,2066.4869721473497,1006.2893081761007,691.8238993710692,314.4654088050315,3,1,2
0214.a5.txt,1628.3185840707965,1097.345132743363,663.7168141592921,309.7345132743363,9,4,2
2049.a5.txt,2249.208025343189,1129.8838437170011,1098.2048574445616,337.909186906019,5,1,0
0206.a5.txt,1480.8787632221317,951.9934906427991,707.8925956061839,358.01464605370217,5,1,5
2007.a5.txt,1534.154535274356,873.4602463605822,705.4871220604703,559.9104143337066,7,3,2
0197.a5.txt,1505.2888527257933,886.899918633035,374.28803905614325,333.6045565500407,7,1,5
1061.a5.txt,1457.286432160804,1072.0268006700167,586.2646566164154,234.50586264656616,15,2,3
0157.a5.txt,1737.2134038800705,1172.8395061728395,634.9206349206349,590.8289241622574,3,0,0
1055.a5.txt,1799.8163452708907,1065.1974288337924,1046.831955922865,459.1368227731864,1,2,1
0130.a5.txt,1658.7301587301586,928.5714285714286,738.0952380952381,285.7142857142857,14,2,1
1100.a5.txt,1587.0307167235494,1117.7474402730375,571.6723549488054,324.23208191126275,4,1,4
0149.a5.txt,2579.3650793650795,1238.095238095238,825.3968253968254,365.0793650793651,1,0,2
1099.a5.txt,1540.4475043029258,1110.1549053356282,611.0154905335628,335.6282271944923,11,1,0
2036.a5.txt,1816.7701863354039,1125.776397515528,621.1180124223603,442.54658385093165,4,0,2
2005.a5.txt,1921.6757741347906,1120.2185792349726,619.3078324225866,336.976320582878,4,1,4
0101.a5.txt,2040.1606425702812,1084.3373493975903,763.0522088353414,409.6385542168675,5,1,1
1006.a5.txt,1605.0495942290352,1018.9359783588819,658.2506762849413,405.77096483318303,9,4,2
0115.a5.txt,1329.8791018998274,1079.447322970639,751.2953367875648,483.5924006908463,11,2,2
0107.a5.txt,2000.0,1220.7792207792209,779.2207792207791,545.4545454545454,3,0,0
0125.a5.txt,2228.626320845341,1008.6455331412104,883.7656099903938,480.3073967339097,1,0,2
1067.a5.txt,1746.166950596252,1064.7359454855196,638.8415672913117,340.71550255536624,8,4,4
0200.a5.txt,1478.2608695652175,1165.217391304348,695.6521739130435,426.0869565217391,5,3,4
0103.a5.txt,1844.484629294756,1103.0741410488245,623.869801084991,388.7884267631103,5,3,3
2021.a5.txt,1753.4027221777421,960.7686148919136,944.755804643715,344.275420336269,3,1,5
1013.a5.txt,1675.392670157068,1125.65445026178,689.3542757417102,296.6841186736475,3,3,2
