filename,relfreq_NOUN,relfreq_VERB,relfreq_ADJ,relfreq_ADV,unique_PERSON,unique_LOC,unique_ORG
1023.b3.txt,1256.4102564102564,724.3589743589745,769.2307692307693,448.71794871794873,8,0,7
0310.b3.txt,1750.2054231717336,718.9811010682006,805.2588331963846,562.8594905505341,22,6,11
1536.b3.txt,1823.0563002680967,745.3083109919571,680.9651474530831,466.48793565683644,13,3,6
1097.b3.txt,1585.6031128404668,836.5758754863813,904.669260700389,530.1556420233463,13,1,10
1534.b3.txt,1701.170117011701,832.5832583258326,972.097209720972,499.54995499549955,13,0,9
0103.b3.txt,1861.8365627632688,560.2358887952822,589.7219882055603,244.3133951137321,19,1,39
0139.b3.txt,1963.657678780774,838.2180539273154,838.2180539273154,363.4232121922626,10,1,8
0200.b3.txt,1786.1885790172644,783.5325365205844,843.2934926958831,424.96679946879146,9,0,4
1066.b3.txt,1705.508474576271,884.5338983050848,958.6864406779661,429.0254237288135,9,0,8
0300.b3.txt,1593.0521091811415,843.6724565756824,803.970223325062,292.80397022332505,23,1,14
2034.b3.txt,1421.0526315789473,1142.1052631578948,605.2631578947369,394.7368421052631,14,0,11
0140.b3.txt,2699.7476871320437,647.6030277544155,580.3195962994113,277.54415475189234,5,0,2
0308.b3.txt,1765.079365079365,901.5873015873016,844.4444444444445,704.7619047619047,4,1,4
0304.b3.txt,1699.0640748740102,835.1331893448524,611.9510439164867,439.16486681065516,6,4,9
2018.b3.txt,1792.7823050058205,1030.267753201397,675.2037252619325,296.85681024447035,11,0,13
0133.b3.txt,1305.138699408822,768.531150522965,559.3451568894952,359.2542064574807,38,4,19
1508.b3.txt,1531.8744053282587,865.8420551855376,651.7602283539486,313.98667935299716,18,1,19
1520.b3.txt,1173.5387403715451,774.8074309016764,530.1314000906208,285.45536927956505,20,1,29
1532.b3.txt,1625.7816257816257,846.5608465608465,663.7806637806639,365.5603655603656,16,3,19
0105.b3.txt,1385.1351351351352,861.4864864864865,760.1351351351351,396.9594594594594,7,0,8
0171.b3.txt,1622.8070175438597,789.4736842105262,814.5363408521303,313.2832080200501,11,0,19
1069.b3.txt,1459.6821659799882,706.2978222483814,653.3254855797528,397.29252501471456,36,1,24
0303.b3.txt,1512.415349887133,767.4943566591422,812.6410835214447,428.8939051918736,2,0,1
0313.b3.txt,1718.500797448166,546.2519936204146,769.5374800637958,279.10685805422645,5,2,13
0134.b3.txt,1562.137049941928,940.7665505226481,807.2009291521487,813.0081300813008,11,0,10
1112.b3.txt,1591.276252019386,888.529886914378,823.9095315024232,460.4200323101777,8,0,9
1100.b3.txt,1622.0130340333092,745.8363504706734,658.9427950760319,304.1274438812455,15,2,4
0165.b3.txt,1722.9953611663354,652.7501656726309,629.5559973492379,248.5089463220676,43,0,21
0122.b3.txt,1390.3192584963956,792.9969104016478,597.3223480947477,262.615859938208,14,2,14
1082.b3.txt,2103.896103896104,675.3246753246752,886.3636363636364,318.18181818181813,13,2,17
0130.b3.txt,1575.9753593429157,759.7535934291582,693.0184804928132,426.0780287474333,11,5,12
1533.b3.txt,1709.781729991916,893.290218270008,707.3565076798706,339.53112368633793,8,0,15
1057.b3.txt,1804.949053857351,949.0538573508006,649.1994177583697,366.81222707423575,19,1,15
0307.b3.txt,1616.2726772952171,736.668499175371,769.6536558548653,230.8960967564596,12,4,20
1102.b3.txt,1681.41592920354,707.9646017699115,921.8289085545722,435.10324483775815,4,4,4
